"0","CharTraj
"
"1","$A.V1
"
"1","  [1]"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1"," -0.0332030"
"1"," -0.0574910"
"1"," -0.0856600"
"1"," -0.1135800"
"1"," -0.1390300"
"1"," -0.1622200"
"1"," -0.1840200"
"1"," -0.2046200"
"1","
"
"1"," [12]"
"1"," -0.2234600"
"1"," -0.2397500"
"1"," -0.2524300"
"1"," -0.2604900"
"1"," -0.2636100"
"1"," -0.2627100"
"1"," -0.2597500"
"1"," -0.2571000"
"1"," -0.2570700"
"1"," -0.2615700"
"1"," -0.2720800"
"1","
"
"1"," [23]"
"1"," -0.2896500"
"1"," -0.3146700"
"1"," -0.3463100"
"1"," -0.3822400"
"1"," -0.4187900"
"1"," -0.4516200"
"1"," -0.4766700"
"1"," -0.4911000"
"1"," -0.4937000"
"1"," -0.4845000"
"1"," -0.4641100"
"1","
"
"1"," [34]"
"1"," -0.4332400"
"1"," -0.3928800"
"1"," -0.3443500"
"1"," -0.2894400"
"1"," -0.2305300"
"1"," -0.1708500"
"1"," -0.1142500"
"1"," -0.0639300"
"1"," -0.0204580"
"1","  0.0188560"
"1","  0.0577130"
"1","
"
"1"," [45]"
"1","  0.0976030"
"1","  0.1372200"
"1","  0.1748100"
"1","  0.2102300"
"1","  0.2447900"
"1","  0.2800300"
"1","  0.3172700"
"1","  0.3579900"
"1","  0.4039400"
"1","  0.4562800"
"1","  0.5144500"
"1","
"
"1"," [56]"
"1","  0.5759100"
"1","  0.6368300"
"1","  0.6928000"
"1","  0.7395400"
"1","  0.7732800"
"1","  0.7912500"
"1","  0.7922700"
"1","  0.7770400"
"1","  0.7480600"
"1","  0.7090900"
"1","  0.6642900"
"1","
"
"1"," [67]"
"1","  0.6173800"
"1","  0.5708300"
"1","  0.5256800"
"1","  0.4819500"
"1","  0.4388100"
"1","  0.3945300"
"1","  0.3467700"
"1","  0.2937800"
"1","  0.2356200"
"1","  0.1748600"
"1","  0.1159900"
"1","
"
"1"," [78]"
"1","  0.0632440"
"1","  0.0178560"
"1"," -0.0222830"
"1"," -0.0594960"
"1"," -0.0931320"
"1"," -0.1203500"
"1"," -0.1395000"
"1"," -0.1515700"
"1"," -0.1586700"
"1"," -0.1625000"
"1"," -0.1642900"
"1","
"
"1"," [89]"
"1"," -0.1654100"
"1"," -0.1673400"
"1"," -0.1714600"
"1"," -0.1787300"
"1"," -0.1893400"
"1"," -0.2026000"
"1"," -0.2167500"
"1"," -0.2290600"
"1"," -0.2360600"
"1"," -0.2341300"
"1"," -0.2202400"
"1","
"
"1","[100]"
"1"," -0.1929000"
"1"," -0.1531400"
"1"," -0.1044900"
"1"," -0.0510360"
"1","  0.0057503"
"1","  0.0681540"
"1","  0.1400800"
"1","  0.2238900"
"1","  0.3190500"
"1","  0.4221400"
"1","  0.5271500"
"1","
"
"1","[111]"
"1","  0.6259300"
"1","  0.7094200"
"1","  0.7692100"
"1","  0.7987300"
"1","  0.7943300"
"1","  0.7570500"
"1","  0.6945500"
"1","  0.6214700"
"1","  0.5557000"
"1","  0.5109600"
"1","  0.4905300"
"1","
"
"1","[122]"
"1","  0.4876700"
"1","  0.4921900"
"1","  0.4970200"
"1","  0.4998100"
"1","  0.5009300"
"1","  0.5012700"
"1","  0.5013500"
"1","  0.5013600"
"1","  0.5013600"
"1","  0.5013600"
"1","  0.5013600"
"1","
"
"1","[133]"
"1","  0.5013100"
"1","  0.5010100"
"1","  0.4996100"
"1","  0.4945000"
"1","  0.4797000"
"1","  0.4460000"
"1","  0.3853600"
"1","  0.2991500"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","
"
"1","[144]"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","
"
"1","[155]"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","
"
"1","[166]"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","
"
"1","[177]"
"1","  0.0000000"
"1","  0.0000000"
"1","
"
"1","
"
"1","$A.V2
"
"1","  [1]"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1"," -0.0484630"
"1"," -0.0739210"
"1"," -0.1008900"
"1"," -0.1283200"
"1"," -0.1578000"
"1"," -0.1918400"
"1"," -0.2316200"
"1"," -0.2761100"
"1","
"
"1"," [12]"
"1"," -0.3226000"
"1"," -0.3678400"
"1"," -0.4088000"
"1"," -0.4429600"
"1"," -0.4683600"
"1"," -0.4838800"
"1"," -0.4897500"
"1"," -0.4875000"
"1"," -0.4796500"
"1"," -0.4692700"
"1"," -0.4599300"
"1","
"
"1"," [23]"
"1"," -0.4552200"
"1"," -0.4577700"
"1"," -0.4683300"
"1"," -0.4856700"
"1"," -0.5074700"
"1"," -0.5310300"
"1"," -0.5534800"
"1"," -0.5716800"
"1"," -0.5821800"
"1"," -0.5818000"
"1"," -0.5684300"
"1","
"
"1"," [34]"
"1"," -0.5416700"
"1"," -0.5027700"
"1"," -0.4539800"
"1"," -0.3980300"
"1"," -0.3377300"
"1"," -0.2756000"
"1"," -0.2137200"
"1"," -0.1538300"
"1"," -0.0972930"
"1"," -0.0444410"
"1","  0.0060020"
"1","
"
"1"," [45]"
"1","  0.0561330"
"1","  0.1070300"
"1","  0.1579400"
"1","  0.2074300"
"1","  0.2550600"
"1","  0.3018800"
"1","  0.3499600"
"1","  0.4012800"
"1","  0.4569200"
"1","  0.5170100"
"1","  0.5811800"
"1","
"
"1"," [56]"
"1","  0.6487100"
"1","  0.7179100"
"1","  0.7857000"
"1","  0.8479300"
"1","  0.9002800"
"1","  0.9391700"
"1","  0.9621000"
"1","  0.9679700"
"1","  0.9569000"
"1","  0.9297700"
"1","  0.8873800"
"1","
"
"1"," [67]"
"1","  0.8303500"
"1","  0.7598900"
"1","  0.6784700"
"1","  0.5895300"
"1","  0.4963800"
"1","  0.4015600"
"1","  0.3074400"
"1","  0.2170500"
"1","  0.1337700"
"1","  0.0594120"
"1"," -0.0070222"
"1","
"
"1"," [78]"
"1"," -0.0676370"
"1"," -0.1226000"
"1"," -0.1695700"
"1"," -0.2060400"
"1"," -0.2312800"
"1"," -0.2460300"
"1"," -0.2514000"
"1"," -0.2484000"
"1"," -0.2380100"
"1"," -0.2215900"
"1"," -0.2013400"
"1","
"
"1"," [89]"
"1"," -0.1804900"
"1"," -0.1625700"
"1"," -0.1504800"
"1"," -0.1461200"
"1"," -0.1501800"
"1"," -0.1617800"
"1"," -0.1781000"
"1"," -0.1948800"
"1"," -0.2074700"
"1"," -0.2117700"
"1"," -0.2045900"
"1","
"
"1","[100]"
"1"," -0.1840500"
"1"," -0.1503200"
"1"," -0.1062800"
"1"," -0.0562610"
"1"," -0.0031929"
"1","  0.0534150"
"1","  0.1160300"
"1","  0.1859700"
"1","  0.2619700"
"1","  0.3411500"
"1","  0.4201500"
"1","
"
"1","[111]"
"1","  0.4949000"
"1","  0.5598300"
"1","  0.6084900"
"1","  0.6357300"
"1","  0.6402300"
"1","  0.6257200"
"1","  0.6002000"
"1","  0.5731000"
"1","  0.5515900"
"1","  0.5383100"
"1","  0.5318900"
"1","
"
"1","[122]"
"1","  0.5294900"
"1","  0.5288100"
"1","  0.5286700"
"1","  0.5286500"
"1","  0.5286500"
"1","  0.5286500"
"1","  0.5286500"
"1","  0.5286500"
"1","  0.5286400"
"1","  0.5285900"
"1","  0.5282700"
"1","
"
"1","[133]"
"1","  0.5268000"
"1","  0.5214100"
"1","  0.5058100"
"1","  0.4702700"
"1","  0.4063300"
"1","  0.3154300"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","
"
"1","[144]"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","
"
"1","[155]"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","
"
"1","[166]"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
"1","  0.0000000"
